"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"missions/korea_AD/desc";"In Air Domination, the main goal is to capture and hold the air zone. When one of the teams captures the zone, the opposite team starts to lose its points. The team will lose when it runs out of points.

Mission objectives:
- Capture and maintain the superiority over the air zone ╼ ";"Dans ""domination aérienne"" l'objectif principal consiste à capturer et tenir la zone aérienne. Lorsqu'une des équipes capture la zone, l'équipe adverse commence à perdre ses points. L'équipe perdra quand elle n'aura plus aucun point.

Objectifs de mission:
- Établissez et maintenez la supériorité aérienne au-dessus de la zone désignée ╼ ";"Nelle battaglie di Superiorità Aerea l'obiettivo principale è conquistare e mantenere i settori aerei. La squadra che detiene meno settori rispetto agli avversari perde punti e quella che li esaurisce per prima perde la partita.

Obbiettivi Missione:
- Cattura e mantieni la superiorità sulla zona aerea ╼ ";"Die Aufgabe in 'Luftüberlegenheit' ist das Erobern und Halten von Lufträumen, indem die gegnerische Präsenz daraus vertrieben wird. Hält ein Team die Mehrheit der Lutfräume, beginnt das andere Team kontinuierlich Punkte zu verlieren. Das Team, das zuerst alle Punkte verliert, verliert auch die Schlacht.

Missionsziele:
- Erobere und Halte die Luftüberlegenheit im Luftraum ╼ ";"En Dominación Aérea el objetivo principal es capturar y retener la zona aérea. Cuando uno de los equipos captura la zona, el equipo contrario comienza a perder sus puntos. El equipo perdedor es aquel que se haya quedado sin puntos. 

Objetivos de la misión:
- Capturar y mantener superioridad sobre la zona ╼ ";"""Превосходство в воздухе"" ставит главной задачей захват и удержание воздушной зоны. Если одна из команд захватывает зону, команда-противник начинает терять очки. Команда проигрывает, когда теряет все очки, отведённые ей в начале игры. 

Задачи миссии:
- Захватите и удержите превосходство в воздушной зоне ╼ ";"W trybie „Dominacja w Powietrzu” głównym celem jest przejęcie i utrzymanie oznaczonej strefy powietrznej. Gdy jedna z drużyn zdobywa strefę, druga zaczyna tracić punkty. Drużyna przegrywa, gdy liczba jej punktów spadnie do zera.

Cele misji:
Zajmij i utrzymaj przewagę nad strefą powietrzną ╼ ";"Při získávání vzdušné nadvlády bojují armády o obsazení o obsazení vzdušné oblasti. Pokud jedna armáda oblast obsadí, šance na vítězství nepřítele se začne snižovat. Jakmile šance na vítězství jedné armády klesne na nulu, prohraje.

Úkoly:
- Obsaďte a udržte vzdušnou oblast ╼";"Hava Üstünlüğünde ana hedef, hava sahasını ele geçirip korumaktır. Takımlardan biri bölgeyi ele geçirdiğinde karşı takım, puan kaybetmeye başlar. Takım, puanları bittiğinde kaybedecektir.

Görev hedefleri:
- Hava bölgesini ele geçir ve üstünlüğü sağla ╼ ";"在\t【\t空\t域\t控\t制\t】\t模\t式\t中\t，\t玩\t家\t的\t主\t要\t任\t务\t是\t占\t领\t并\t守\t住\t空\t域\t。\t当\t一\t方\t占\t领\t了\t更\t多\t空\t域\t时\t，\t另\t一\t方\t便\t会\t逐\t渐\t减\t分\t。\t分\t数\t耗\t尽\t的\t一\t方\t落\t败\t。\t

\t任\t务\t目\t标\t：\t
\t•\t \t占\t领\t并\t防\t守\t空\t域\t \t╼\t ";"[制空] モードでの\t主目標は\t空中\tゾーンの\t占領と\t確保です。\tいずれかの\tチームが\tゾーンを\t占領すると\t相手\tチームが\t所持\tポイントを\t喪失していきます。\t先に\tポイントの\t尽きた\tチームが\t敗北となります。\t 

任務目標:
- ゾーン ╼ を\t占領して\t制空権を\t維持せよ ";"Em Air Domination, o principal objetivo é capturar e manter a zona aérea. Quando uma das equipas captura a zona, a equipa adversária começa a perder pontos. A equipa perderá quando ficar sem pontos.

Objetivos da missão
- Capturar e manter a superioridade sobre a zona aérea ╼ ";"In Air Domination, the main goal is to capture and hold the air zone. When one of the teams captures the zone, the opposite team starts to lose its points. The team will lose when it runs out of points.

Mission objectives:
- Capture and maintain the superiority over the air zone ╼ ";"Головна ціль у ""Домінуванні в повітрі"" – захопити та утримати повітряну зону. Якщо одна з команд захоплює зону, команда противника починає втрачати очки. Команда програє, коли втрачає всі очки.

Задачі місії:
- Захопіть повітряну зону та зберігайте перевагу утримуючи її ╼ ";"U vazdušnoj dominaciji, glavni cilj je zauzeti i sačuvati vazdušnu zonu. Kada jedan od timova zauzme zonu, protivnički tim počinje da gubi poene. Tim će izgubiti kada ostane bez poena.

Ciljevi misije:
- Zauzmi i održavaj superiornost nad vazdušnom zonom ╼ ";"[Légi fölény] játékmódban a légi zóna elfoglalása és megtartása a fő cél. Amikor az egyik csapat elfoglalja a zónát, a másik csapat elkezdi veszteni a pontjait, melyek ha elfogynak, elveszítik a csatát.

A küldetés célja:
– szerezd meg és tartsd fenn a légi fölényt az ╼ zónában.";"공중 우세전의 주요 목표는 공중에 있는 영역을 점령하고 지켜내는 것이다. 어느 한 편이 공역을 점령하면, 상대편은 티켓을 잃기 시작하며 티켓을 모두 잃은 편은 패배하게 된다.

임무 목표:
- ╼ 공역을 점령하고 우세를 유지하라";"У ""Перавазе ў паветры"" галоўная мэта — захапіць і ўтрымаць паветраную зону. Калі адна з камандаў захопіць зону, іншая каманда пачынае страчваць ачкі. Калі колькасць ачкоў зменшыцца да нуля, гульня кончыцца паражэннем. 

Задачы місіі:
• Захапіце і ўтрымайце перавагу ў паветранай зоне ╼ ";"În „Dominare aeriană”, principalul obiectiv este capturarea și menținerea unei zone aeriene. Când una din echipe capturează zona, echipa adversă începe să piardă puncte. Echipa va pierde când i se vor epuiza toate punctele.

Obiectiv misiune:
- Capturarea și menținerea superiorității asupra zonei aeriene ╼ ";"在【空域控制】模式中，玩家的主要任务是占领并守住空域。当一方占领了更多空域时，另一方便会逐渐减分。分数耗尽的一方落败。

任务目标：
• 占领并防守空域 ╼ ";"在\t【\t空\t域\t控\t制\t】\t模\t式\t中\t，\t玩\t家\t的\t主\t要\t任\t务\t是\t占\t领\t并\t守\t住\t空\t域\t。\t当\t一\t方\t占\t领\t了\t更\t多\t空\t域\t时\t，\t另\t一\t方\t便\t会\t逐\t渐\t减\t分\t。\t分\t数\t耗\t尽\t的\t一\t方\t落\t败\t。\t

\t任\t务\t目\t标\t：\t
\t•\t \t占\t领\t并\t防\t守\t空\t域\t \t╼\t ";;
"missions/korea_black_thursday_BfD_norespawn";"[Event] Black Thursday";"[Event] Jeudi noir";"[Evento] Giovedì Nero";"[Ereignis] Black Thursday";"[Event] Jueves Negro";"[Событие] Чёрный четверг";"[Wydarzenie] Czarny Czwartek";"[Event] Černý čtvrtek";"[Etkinlik] Kara Perşembe";"【\t军\t事\t行\t动\t】\t朝\t鲜\t \t•\t \t黑\t色\t星\t期\t四";"[イベント] 暗黒の\t木曜日";"[Event] Black Thursday";"[Event] Black Thursday";"[Подія] Чорний четвер";"[Event] Crni Četvrtak";"[Esemény] Fekete csütörtök";"[이벤트] 검은 목요일";"[Падзея] Чорны чацвер";"[Eveniment] Joia neagră";"【军事行动】朝鲜 • 黑色星期四";"【\t军\t事\t行\t动\t】\t黑\t色\t星\t期\t四";;
"missions/korea_black_thursday_BfD_norespawn/desc";"The day when the USA lost more than ten B-29 bombers.";"Le jour ou les États-Unis ont perdu plus de dix bombardiers B-29.";"Il giorno in cui gli Stati Uniti persero più di dieci bombardieri B-29.";"Der Tag, an dem die USA einen Verlust von mehr als zehn Bombern vom Typ B-29 beklagen mussten.";"El día que EE.UU. perdió más de diez bombarderos B-29.";"День, когда США потеряли больше 10 бомбардировщиков Б-29.";"W tym dniu lotnictwo Stanów Zjednoczonych straciło ponad dziesięć bombowców B-29.";"Den, ve kterém USA ztratily více než deset bombardérů B-29";"ABD'nin ondan fazla B-29 bombacısı kaybettiği gün.";"当\t日\t，\t美\t国\t空\t军\t损\t失\t了\t超\t过\t 10 \t架\t B-29\t“\t超\t级\t堡\t垒\t”\t。";"アメリカが 10 機以上の B-29 爆撃機を\t失った\t日。";"O dia quando os EUA perderam mais de dez bombardeiros B-29.";"The day when the USA lost more than ten B-29 bombers.";"День, коли США втратили більше десяти бомбардувальників Б-29.";"Dan kada su SAD izgubile više od deset B-29 bombardera.";"A nap, amikor az Amerikai Egyesült Államok elvesztett több mint tíz darab B-29-es bombázót.";"미국이 10대 이상의 B-29 폭격기를 잃은 날.";"Дзень, калі ЗША страцілі больш за 10 бамбардзіроўшчыкаў B-29.";"Ziua în care SUA a pierdut mai mult de 10 bombardiere B-29.";"当日，美国空军损失了超过 10 架 B-29“超级堡垒”。";"当\t日\t，\t在\t激\t烈\t的\t空\t战\t中\t有\t超\t过\t 10 \t架\t重\t型\t轰\t炸\t机\t被\t击\t落\t。";;
"missions/korea_black_thursday_RB_BfD_norespawn";"[Event] Black Thursday";"[Event] Jeudi noir";"[Evento] Giovedì Nero";"[Ereignis] Black Thursday";"[Event] Jueves Negro";"[Событие] Чёрный четверг";"[Wydarzenie] Czarny Czwartek";"[Event] Černý čtvrtek";"[Etkinlik] Kara Perşembe";"【\t军\t事\t行\t动\t】\t朝\t鲜\t \t•\t \t黑\t色\t星\t期\t四";"[イベント] 暗黒の\t木曜日";"[Event] Black Thursday";"[Event] Black Thursday";"[Event] Чорний четвер";"[Event] Crni Četvrtak";"[Esemény] Fekete csütörtök";"[이벤트] 검은 목요일";"[Падзея] Чорны чацвер";"[Eveniment] Joia neagră";"【军事行动】朝鲜 • 黑色星期四";"【\t军\t事\t行\t动\t】\t黑\t色\t星\t期\t四";;
"missions/korea_black_thursday_RB_BfD_norespawn/desc";"The day when the USA lost more than ten B-29 bombers.";"En ce jour, les USA perdirent plus de dix bombardiers B-29.";"Il giorno in cui gli Stati Uniti persero più di dieci bombardieri B-29.";"Der Tag, an dem die USA einen Verlust von mehr als zehn Bombern vom Typ B-29 beklagen mussten.";"El día que EE.UU. perdió más de diez bombarderos B-29.";"День, когда США потеряли больше 10 бомбардировщиков Б-29.";"Dzień, w którym Stany Zjednoczone straciły ponad dziesięć bombowców B-29.";"Den, ve kterém USA ztratily více než deset bombardérů B-29";"ABD'nin ondan fazla B-29 bombacısı kaybettiği gün.";"当\t日\t，\t美\t国\t空\t军\t损\t失\t了\t超\t过\t 10 \t架\t B-29\t“\t超\t级\t堡\t垒\t”\t。";"アメリカが 10 機以上の B-29 爆撃機を\t失った\t日。";"O dia quando os EUA perderam mais de dez bombardeiros B-29.";"The day when the USA lost more than ten B-29 bombers.";"День, коли США втратили більше десяти бомбардувальників Б-29.";"Dan kada su SAD izgubile više od deset B-29 bombardera.";"A nap, amikor az Amerikai Egyesült Államok elvesztett több mint tíz darab B-29-es bombázót.";"미국이 10대 이상의 B-29 폭격기를 잃은 날.";"Дзень, калі ЗША страцілі больш за 10 бамбардзіроўшчыкаў B-29.";"Ziua în care SUA a pierdut mai mult de 10 bombardiere B-29.";"当日，美国空军损失了超过 10 架 B-29“超级堡垒”。";"当\t日\t，\t在\t激\t烈\t的\t空\t战\t中\t有\t超\t过\t 10 \t架\t重\t型\t轰\t炸\t机\t被\t击\t落\t。";;
"missions/korea_black_thursday_SB_BfD_norespawn";"[Event] Black Thursday";"[Event] Jeudi noir";"[Evento] Giovedì Nero";"[Ereignis] Black Thursday";"[Event] Jueves Negro";"[Событие] Чёрный четверг";"[Wydarzenie] Czarny Czwartek";"[Event] Černý čtvrtek";"[Etkinlik] Kara Perşembe";"【\t军\t事\t行\t动\t】\t朝\t鲜\t \t•\t \t黑\t色\t星\t期\t四";"[イベント] 暗黒の\t木曜日";"[Event] Black Thursday";"[Event] Black Thursday";"[Event] Чорний четвер";"[Event] Crni Četvrtak";"[Esemény] Fekete csütörtök";"[이벤트] 검은 목요일";"[Падзея] Чорны чацвер";"[Eveniment] Joia neagră";"【军事行动】朝鲜 • 黑色星期四";"【\t军\t事\t行\t动\t】\t黑\t色\t星\t期\t四";;
"missions/korea_black_thursday_SB_BfD_norespawn/desc";"The day when the USA lost more than ten B-29 bombers.";"En ce jour, les USA perdirent plus de dix bombardiers B-29.";"Il giorno in cui gli Stati Uniti persero più di dieci bombardieri B-29.";"Der Tag, an dem die USA einen Verlust von mehr als zehn Bombern vom Typ B-29 beklagen mussten.";"El día que EE. UU. perdió más de diez bombarderos B-29.";"День, когда США потеряли больше 10 бомбардировщиков Б-29.";"Dzień, w którym Stany Zjednoczone straciły ponad dziesięć bombowców B-29.";"Den, ve kterém USA ztratily více než deset bombardérů B-29";"ABD'nin ondan fazla B-29 bombacısı kaybettiği gün.";"当\t日\t，\t美\t国\t空\t军\t损\t失\t了\t超\t过\t 10 \t架\t B-29\t“\t超\t级\t堡\t垒\t”\t。";"アメリカが 10 機以上の B-29 爆撃機を\t失った\t日。";"O dia quando os EUA perderam mais de dez bombardeiros B-29.";"The day when the USA lost more than ten B-29 bombers.";"День, коли США втратили більше десяти бомбардувальників Б-29.";"Dan kada su SAD izgubile više od deset B-29 bombardera.";"A nap, amikor az Amerikai Egyesült Államok elvesztett több mint tíz darab B-29-es bombázót.";"미국이 10대 이상의 B-29 폭격기를 잃은 날.";"Дзень, калі ЗША страцілі больш за 10 бамбардзіроўшчыкаў B-29.";"Ziua în care SUA a pierdut mai mult de 10 bombardiere B-29.";"当日，美国空军损失了超过 10 架 B-29“超级堡垒”。";"当\t日\t，\t在\t激\t烈\t的\t空\t战\t中\t有\t超\t过\t 10 \t架\t重\t型\t轰\t炸\t机\t被\t击\t落\t。";;
"missions/sicily_I2M";"[Enduring Confrontation] Sicily";"[Enduring Confrontation] Sicile";"[Scontro di Resistenza] Sicilia";"[Anhaltende Konfrontation] Sizilien";"[Confrontación Duradera] Sicilia";"[Противостояние] Сицилия";"[Nieskończona Konfrontacja] Sycylia";"[Dlouhý střet] Sicílie";"[Sürekli Çarpışmalar] Sicilya";"【\t无\t间\t断\t作\t战\t】\t西\t西\t里\t岛";"[永久対立] シチリア\t島";"[Confronto Prolongado] Sicília";"[Enduring Confrontation] Sicily";"[Протистояння] Сицилія";"[Bitka Izdržljivosti] Sicilija";"[Elhúzódó összecsapás] Szicília";"[항구적 대립 작전] 시칠리아";"[Супрацьстаянне] Сіцылія";"[Confruntare de durată] Sicilia";"【无间断作战】西西里岛";"【\t无\t间\t断\t作\t战\t】\t西\t西\t里\t岛";;
"missions/sicily_I2M/desc";"Achieve air superiority by destroying enemy aircraft, bases and ground forces.";"Obtenez la supériorité aérienne en détruisant les avions, bases et forces terrestres ennemies.";"Ottieni la supremazia aerea distruggendo aerei, basi e unità terrestri nemiche.";"Erlange Luftüberlegenheit durch die Zerstörung feindlicher Flugzeuge, Basen und Bodentruppen.";"Consigue superioridad aérea destruyendo aviones enemigos, bases y fuerzas terrestres.";"Добейтесь превосходства в воздухе, уничтожая самолёты, базы и наземную технику противника.";"Uzyskaj przewagę w powietrzu niszcząc wrogie samoloty, bazy i siły naziemne.";"Dosáhněte letecké převahy zničením nepřátelských letadel, základen a pozemních jednotek";"Düşman uçaklarını, üslerini ve kara birimlerini yok ederek hava hakimiyet puanları kazan.";"摧\t毁\t敌\t军\t的\t空\t中\t单\t位\t、\t地\t面\t部\t队\t和\t基\t地\t，\t尽\t一\t切\t可\t能\t维\t持\t空\t中\t优\t势\t。";"敵機、\t基地、\t地上軍を\t破壊することによって\t制空権を\t奪取せよ";"Conquiste a superioridade aérea destruindo aeronaves, bases e forças terrestres inimigas.";"Achieve air superiority by destroying enemy aircraft, bases and ground forces.";"Досягти переваги в повітрі шляхом знищення ворожих літаків, баз і наземних сил.";"Obezbedite vazdušnu superiornost uništavanjem neprijateljskih letelica, baza i kopnenih jedinica.";"Szerezz légi fölényt az ellenséges repülőgépek, bázisok és szárazföldi erők megsemmisítésével.";"적의 항공기와 기지, 지상군을 격파하여 공중우세를 달성하라.";"Дасягніце перавагі ў паветры, знішчаючы варожую авіяцыю, наземную тэхніку і базы.";"Obține superioritatea aeriană prin distrugerea avioanelor inamice, a bazelor și a trupelor terestre.";"摧毁敌军的空中单位、地面部队和基地，尽一切可能维持空中优势。";"摧\t毁\t敌\t军\t的\t空\t中\t单\t位\t、\t地\t面\t部\t队\t和\t基\t地\t，\t尽\t一\t切\t可\t能\t维\t持\t空\t中\t优\t势\t。";;
"missions/khalkhin_gol_I2M";"[Enduring Confrontation] Khalkhin Gol";"[Enduring Confrontation] Khalkhin Gol";"[Scontro di Resistenza] Khalkhin Gol";"[Anhaltende Konfrontation] Chalchin Gol";"[Confrontación Duradera] Jaljin Gol";"[Противостояние] Халхин-Гол";"[Nieskończona Konfrontacja] Chałchin-Goł";"[Dlouhý střet] Chalchyn Gol";"[Sürekli Çarpışmalar] Khalkhin Gol";"【\t无\t间\t断\t作\t战\t】\t诺\t门\t罕";"[永久対立] ノモンハン";"[Confronto Prolongado] Khalkhin Gol";"[Enduring Confrontation] Khalkhin Gol";"[Протистояння] Халхін-Гол";"[Bitka Izdržljivosti] Kalkin Gol";"[Elhúzódó összecsapás] Halhin-Gol";"[항구적 대립 작전] 할힌골 전투";"[Супрацьстаянне] Халхін-Гол";"[Confruntare de durată] Halhân Gol";"【无间断作战】诺门罕";"【\t无\t间\t断\t作\t战\t】\t诺\t门\t罕";;
"missions/khalkhin_gol_I2M/desc";"Achieve air superiority by destroying enemy aircraft, bases and ground forces.";"Obtenez la supériorité aérienne en détruisant les avions, bases et forces terrestres ennemies.";"Ottieni la supremazia aerea distruggendo aerei, basi e unità terrestri nemiche.";"Erlange Luftüberlegenheit durch die Zerstörung feindlicher Flugzeuge, Basen und Bodentruppen.";"Consigue superioridad aérea destruyendo aviones enemigos, bases y fuerzas terrestres.";"Добейтесь превосходства в воздухе, уничтожая самолёты, базы и наземную технику противника.";"Uzyskaj przewagę w powietrzu niszcząc wrogie samoloty, bazy i siły naziemne.";"Dosáhněte letecké převahy zničením nepřátelských letadel, základen a pozemních jednotek";"Düşman uçaklarını, üslerini ve kara birimlerini yok ederek hava hakimiyet puanları kazan.";"摧\t毁\t敌\t军\t的\t空\t中\t单\t位\t、\t地\t面\t部\t队\t和\t基\t地\t，\t尽\t一\t切\t可\t能\t维\t持\t空\t中\t优\t势\t。";"敵機、\t基地、\t地上軍を\t破壊することによって\t制空権を\t奪取せよ";"Conquiste a superioridade aérea destruindo aeronaves, bases e forças terrestres inimigas.";"Achieve air superiority by destroying enemy aircraft, bases and ground forces.";"Досягти переваги в повітрі шляхом знищення ворожих літаків, баз і наземних сил.";"Obezbedite vazdušnu superiornost uništavanjem neprijateljskih letelica, baza i kopnenih jedinica.";"Szerezz légi fölényt az ellenséges repülőgépek, bázisok és szárazföldi erők megsemmisítésével.";"적의 항공기와 기지, 지상군을 격파하여 공중우세를 달성하라.";"Дасягніце перавагі ў паветры, знішчаючы варожую авіяцыю, наземную тэхніку і базы.";"Obține superioritatea aeriană prin distrugerea avioanelor inamice, a bazelor și a trupelor terestre.";"摧毁敌军的空中单位、地面部队和基地，尽一切可能维持空中优势。";"摧\t毁\t敌\t军\t的\t空\t中\t单\t位\t、\t地\t面\t部\t队\t和\t基\t地\t，\t尽\t一\t切\t可\t能\t维\t持\t空\t中\t优\t势\t。";;
